fips,State,Area_Name,CENSUS_2010_POP,POP_ESTIMATE_2019,
45039,SC,Fairfield County,"23,956","22,347",
45041,SC,Florence County,"136,885","138,293",
45043,SC,Georgetown County,"60,158","62,680",
45045,SC,Greenville County,"451,225","523,542",
45047,SC,Greenwood County,"69,661","70,811",
45049,SC,Hampton County,"21,090","19,222",
45051,SC,Horry County,"269,291","354,081",
45053,SC,Jasper County,"24,777","30,073",
45055,SC,Kershaw County,"61,697","66,551",
45057,SC,Lancaster County,"76,652","98,012",
45059,SC,Laurens County,"66,537","67,493",
45061,SC,Lee County,"19,220","16,828",
45063,SC,Lexington County,"262,391","298,750",
45065,SC,McCormick County,"10,233","9,463",
45067,SC,Marion County,"33,062","30,657",
45069,SC,Marlboro County,"28,933","26,118",
45071,SC,Newberry County,"37,508","38,440",
45073,SC,Oconee County,"74,273","79,546",
45075,SC,Orangeburg County,"92,501","86,175",
45077,SC,Pickens County,"119,224","126,884",
45079,SC,Richland County,"384,504","415,759",
45081,SC,Saluda County,"19,875","20,473",
45083,SC,Spartanburg County,"284,307","319,785",
45085,SC,Sumter County,"107,456","106,721",
45087,SC,Union County,"28,961","27,316",
45089,SC,Williamsburg County,"34,423","30,368",
45091,SC,York County,"226,073","280,979",
46000,SD,South Dakota,"814,180","884,659",
46003,SD,Aurora County,"2,710","2,751",
46005,SD,Beadle County,"17,398","18,453",
46007,SD,Bennett County,"3,431","3,365",
46009,SD,Bon Homme County,"7,070","6,901",
46011,SD,Brookings County,"31,965","35,077",
46013,SD,Brown County,"36,531","38,839",
46015,SD,Brule County,"5,255","5,297",
46017,SD,Buffalo County,"1,912","1,962",
46019,SD,Butte County,"10,110","10,429",
46021,SD,Campbell County,"1,466","1,376",
46023,SD,Charles Mix County,"9,129","9,292",
46025,SD,Clark County,"3,691","3,736",
46027,SD,Clay County,"13,864","14,070",
46029,SD,Codington County,"27,227","28,009",
46031,SD,Corson County,"4,050","4,086",
46033,SD,Custer County,"8,216","8,972",
46035,SD,Davison County,"19,504","19,775",
46037,SD,Day County,"5,710","5,424",
46039,SD,Deuel County,"4,364","4,351",
46041,SD,Dewey County,"5,301","5,892",
46043,SD,Douglas County,"3,002","2,921",
46045,SD,Edmunds County,"4,071","3,829",
46047,SD,Fall River County,"7,094","6,713",
46049,SD,Faulk County,"2,364","2,299",
46051,SD,Grant County,"7,356","7,052",
46053,SD,Gregory County,"4,271","4,185",
46055,SD,Haakon County,"1,937","1,899",
46057,SD,Hamlin County,"5,903","6,164",
46059,SD,Hand County,"3,431","3,191",
46061,SD,Hanson County,"3,331","3,453",
46063,SD,Harding County,"1,255","1,298",
46065,SD,Hughes County,"17,022","17,526",
46067,SD,Hutchinson County,"7,343","7,291",
46069,SD,Hyde County,"1,420","1,301",
46071,SD,Jackson County,"3,031","3,344",
46073,SD,Jerauld County,"2,071","2,013",
46075,SD,Jones County,"1,006",903,
46077,SD,Kingsbury County,"5,148","4,939",
46079,SD,Lake County,"11,200","12,797",
46081,SD,Lawrence County,"24,097","25,844",
46083,SD,Lincoln County,"44,828","61,128",
46085,SD,Lyman County,"3,755","3,781",
46087,SD,McCook County,"5,618","5,586",
46089,SD,McPherson County,"2,459","2,379",
46091,SD,Marshall County,"4,656","4,935",
46093,SD,Meade County,"25,434","28,332",
46095,SD,Mellette County,"2,048","2,061",
46097,SD,Miner County,"2,389","2,216",
46099,SD,Minnehaha County,"169,468","193,134",
46101,SD,Moody County,"6,486","6,576",
46102,SD,Oglala Lakota County,"13,586","14,177",
46103,SD,Pennington County,"100,948","113,775",
46105,SD,Perkins County,"2,982","2,865",
46107,SD,Potter County,"2,329","2,153",
46109,SD,Roberts County,"10,149","10,394",
46111,SD,Sanborn County,"2,355","2,344",
46115,SD,Spink County,"6,415","6,376",
46117,SD,Stanley County,"2,966","3,098",
46119,SD,Sully County,"1,373","1,391",
46121,SD,Todd County,"9,612","10,177",
46123,SD,Tripp County,"5,644","5,441",
46125,SD,Turner County,"8,347","8,384",
46127,SD,Union County,"14,399","15,932",
46129,SD,Walworth County,"5,438","5,435",
46135,SD,Yankton County,"22,438","22,814",
46137,SD,Ziebach County,"2,801","2,756",
47000,TN,Tennessee,"6,346,105","6,829,174",
47001,TN,Anderson County,"75,129","76,978",
47003,TN,Bedford County,"45,058","49,713",
47005,TN,Benton County,"16,489","16,160",
47007,TN,Bledsoe County,"12,876","15,064",
47009,TN,Blount County,"123,010","133,088",
47011,TN,Bradley County,"98,963","108,110",
47013,TN,Campbell County,"40,716","39,842",
47015,TN,Cannon County,"13,801","14,678",
47017,TN,Carroll County,"28,522","27,767",
47019,TN,Carter County,"57,424","56,391",
47021,TN,Cheatham County,"39,105","40,667",
47023,TN,Chester County,"17,131","17,297",
47025,TN,Claiborne County,"32,213","31,959",
47027,TN,Clay County,"7,861","7,615",
47029,TN,Cocke County,"35,662","36,004",
47031,TN,Coffee County,"52,796","56,520",
47033,TN,Crockett County,"14,586","14,230",
47035,TN,Cumberland County,"56,053","60,520",
47037,TN,Davidson County,"626,681","694,144",
47039,TN,Decatur County,"11,757","11,663",
47041,TN,DeKalb County,"18,723","20,490",
47043,TN,Dickson County,"49,666","53,948",
47045,TN,Dyer County,"38,335","37,159",
47047,TN,Fayette County,"38,413","41,133",
47049,TN,Fentress County,"17,959","18,523",
47051,TN,Franklin County,"41,052","42,208",
47053,TN,Gibson County,"49,683","49,133",
47055,TN,Giles County,"29,485","29,464",
47057,TN,Grainger County,"22,657","23,320",
47059,TN,Greene County,"68,831","69,069",
47061,TN,Grundy County,"13,703","13,427",
47063,TN,Hamblen County,"62,544","64,934",
47065,TN,Hamilton County,"336,463","367,804",
47067,TN,Hancock County,"6,819","6,620",
47069,TN,Hardeman County,"27,253","25,050",
47071,TN,Hardin County,"26,026","25,652",
47073,TN,Hawkins County,"56,833","56,786",
47075,TN,Haywood County,"18,787","17,304",
47077,TN,Henderson County,"27,769","28,117",
47079,TN,Henry County,"32,330","32,345",
47081,TN,Hickman County,"24,690","25,178",
47083,TN,Houston County,"8,426","8,201",
47085,TN,Humphreys County,"18,538","18,582",
47087,TN,Jackson County,"11,638","11,786",
47089,TN,Jefferson County,"51,407","54,495",
47091,TN,Johnson County,"18,244","17,788",
47093,TN,Knox County,"432,226","470,313",
47095,TN,Lake County,"7,832","7,016",
47097,TN,Lauderdale County,"27,815","25,633",
47099,TN,Lawrence County,"41,869","44,142",
47101,TN,Lewis County,"12,161","12,268",
47103,TN,Lincoln County,"33,361","34,366",
47105,TN,Loudon County,"48,556","54,068",
47107,TN,McMinn County,"52,266","53,794",
47109,TN,McNairy County,"26,075","25,694",
47111,TN,Macon County,"22,248","24,602",
47113,TN,Madison County,"98,294","97,984",
47115,TN,Marion County,"28,237","28,907",
47117,TN,Marshall County,"30,617","34,375",
47119,TN,Maury County,"80,956","96,387",
47121,TN,Meigs County,"11,753","12,422",
47123,TN,Monroe County,"44,519","46,545",
47125,TN,Montgomery County,"172,331","208,993",
47127,TN,Moore County,"6,362","6,488",
47129,TN,Morgan County,"21,987","21,403",
47131,TN,Obion County,"31,807","30,069",
47133,TN,Overton County,"22,083","22,241",
47135,TN,Perry County,"7,915","8,076",
47137,TN,Pickett County,"5,077","5,048",
47139,TN,Polk County,"16,825","16,832",
47141,TN,Putnam County,"72,321","80,245",
47143,TN,Rhea County,"31,809","33,167",
47145,TN,Roane County,"54,181","53,382",
47147,TN,Robertson County,"66,283","71,813",
47149,TN,Rutherford County,"262,604","332,285",
47151,TN,Scott County,"22,228","22,068",
47153,TN,Sequatchie County,"14,112","15,026",
47155,TN,Sevier County,"89,889","98,250",
47157,TN,Shelby County,"927,644","937,166",
47159,TN,Smith County,"19,166","20,157",
47161,TN,Stewart County,"13,324","13,715",
47163,TN,Sullivan County,"156,823","158,348",
47165,TN,Sumner County,"160,645","191,283",
47167,TN,Tipton County,"61,081","61,599",
47169,TN,Trousdale County,"7,870","11,284",
47171,TN,Unicoi County,"18,313","17,883",
47173,TN,Union County,"19,109","19,972",
47175,TN,Van Buren County,"5,548","5,872",
47177,TN,Warren County,"39,839","41,277",
47179,TN,Washington County,"122,979","129,375",
47181,TN,Wayne County,"17,021","16,673",
47183,TN,Weakley County,"35,021","33,328",
47185,TN,White County,"25,841","27,345",
47187,TN,Williamson County,"183,182","238,412",
47189,TN,Wilson County,"113,993","144,657",
48000,TX,Texas,"25,145,561","28,995,881",
48001,TX,Anderson County,"58,458","57,735",
48003,TX,Andrews County,"14,786","18,705",
48005,TX,Angelina County,"86,771","86,715",
48007,TX,Aransas County,"23,158","23,510",
48009,TX,Archer County,"9,054","8,553",
48011,TX,Armstrong County,"1,901","1,887",
48013,TX,Atascosa County,"44,911","51,153",
48015,TX,Austin County,"28,417","30,032",
48017,TX,Bailey County,"7,165","7,000",
48019,TX,Bandera County,"20,485","23,112",
48021,TX,Bastrop County,"74,171","88,723",
48023,TX,Baylor County,"3,726","3,509",
48025,TX,Bee County,"31,861","32,565",
48027,TX,Bell County,"310,235","362,924",
48029,TX,Bexar County,"1,714,773","2,003,554",
48031,TX,Blanco County,"10,497","11,931",
48033,TX,Borden County,641,654,
48035,TX,Bosque County,"18,212","18,685",
48037,TX,Bowie County,"92,565","93,245",
48039,TX,Brazoria County,"313,166","374,264",
48041,TX,Brazos County,"194,851","229,211",
48043,TX,Brewster County,"9,232","9,203",
48045,TX,Briscoe County,"1,637","1,546",
48047,TX,Brooks County,"7,223","7,093",
48049,TX,Brown County,"38,106","37,864",
48051,TX,Burleson County,"17,187","18,443",
48053,TX,Burnet County,"42,750","48,155",
48055,TX,Caldwell County,"38,066","43,664",
48057,TX,Calhoun County,"21,381","21,290",
48059,TX,Callahan County,"13,544","13,943",
48061,TX,Cameron County,"406,220","423,163",
48063,TX,Camp County,"12,401","13,094",
48065,TX,Carson County,"6,182","5,926",
48067,TX,Cass County,"30,464","30,026",
48069,TX,Castro County,"8,062","7,530",
48071,TX,Chambers County,"35,096","43,837",
48073,TX,Cherokee County,"50,845","52,646",
48075,TX,Childress County,"7,041","7,306",
48077,TX,Clay County,"10,752","10,471",
48079,TX,Cochran County,"3,127","2,853",
48081,TX,Coke County,"3,320","3,387",
48083,TX,Coleman County,"8,895","8,175",
48085,TX,Collin County,"782,341","1,034,730",
48087,TX,Collingsworth County,"3,057","2,920",
48089,TX,Colorado County,"20,874","21,493",
48091,TX,Comal County,"108,472","156,209",
48093,TX,Comanche County,"13,974","13,635",
48095,TX,Concho County,"4,087","2,726",
48097,TX,Cooke County,"38,437","41,257",
48099,TX,Coryell County,"75,388","75,951",
48101,TX,Cottle County,"1,505","1,398",
48103,TX,Crane County,"4,375","4,797",
48105,TX,Crockett County,"3,719","3,464",
48107,TX,Crosby County,"6,059","5,737",
48109,TX,Culberson County,"2,398","2,171",
48111,TX,Dallam County,"6,703","7,287",
48113,TX,Dallas County,"2,368,139","2,635,516",
48115,TX,Dawson County,"13,833","12,728",
48117,TX,Deaf Smith County,"19,372","18,546",
48119,TX,Delta County,"5,231","5,331",
48121,TX,Denton County,"662,614","887,207",
48123,TX,DeWitt County,"20,097","20,160",
48125,TX,Dickens County,"2,444","2,211",
48127,TX,Dimmit County,"9,996","10,124",
48129,TX,Donley County,"3,677","3,278",
48131,TX,Duval County,"11,782","11,157",
48133,TX,Eastland County,"18,583","18,360",
48135,TX,Ector County,"137,130","166,223",
48137,TX,Edwards County,"2,002","1,932",
48139,TX,Ellis County,"149,610","184,826",
48141,TX,El Paso County,"800,647","839,238",
48143,TX,Erath County,"37,890","42,698",
48145,TX,Falls County,"17,866","17,297",
48147,TX,Fannin County,"33,915","35,514",
48149,TX,Fayette County,"24,554","25,346",
48151,TX,Fisher County,"3,974","3,830",
48153,TX,Floyd County,"6,446","5,712",
48155,TX,Foard County,"1,336","1,155",
48157,TX,Fort Bend County,"585,375","811,688",
48159,TX,Franklin County,"10,605","10,725",
48161,TX,Freestone County,"19,816","19,717",
48163,TX,Frio County,"17,217","20,306",
48165,TX,Gaines County,"17,526","21,492",
48167,TX,Galveston County,"291,309","342,139",
48169,TX,Garza County,"6,461","6,229",
48171,TX,Gillespie County,"24,837","26,988",
48173,TX,Glasscock County,"1,226","1,409",
48175,TX,Goliad County,"7,210","7,658",
48177,TX,Gonzales County,"19,807","20,837",
48179,TX,Gray County,"22,535","21,886",
48181,TX,Grayson County,"120,877","136,212",
48183,TX,Gregg County,"121,730","123,945",
48185,TX,Grimes County,"26,604","28,880",
48187,TX,Guadalupe County,"131,533","166,847",
48189,TX,Hale County,"36,273","33,406",
48191,TX,Hall County,"3,353","2,964",
48193,TX,Hamilton County,"8,517","8,461",
48195,TX,Hansford County,"5,613","5,399",
48197,TX,Hardeman County,"4,139","3,933",
48199,TX,Hardin County,"54,635","57,602",
48201,TX,Harris County,"4,092,459","4,713,325",
48203,TX,Harrison County,"65,631","66,553",
48205,TX,Hartley County,"6,062","5,576",
48207,TX,Haskell County,"5,899","5,658",
48209,TX,Hays County,"157,107","230,191",
48211,TX,Hemphill County,"3,807","3,819",
48213,TX,Henderson County,"78,532","82,737",
48215,TX,Hidalgo County,"774,769","868,707",
48217,TX,Hill County,"35,089","36,649",
48219,TX,Hockley County,"22,935","23,021",
48221,TX,Hood County,"51,182","61,643",
48223,TX,Hopkins County,"35,161","37,084",
48225,TX,Houston County,"23,732","22,968",
48227,TX,Howard County,"35,012","36,664",
48229,TX,Hudspeth County,"3,476","4,886",
48231,TX,Hunt County,"86,129","98,594",
48233,TX,Hutchinson County,"22,150","20,938",
48235,TX,Irion County,"1,599","1,536",
48237,TX,Jack County,"9,044","8,935",
48239,TX,Jackson County,"14,075","14,760",
48241,TX,Jasper County,"35,710","35,529",
48243,TX,Jeff Davis County,"2,342","2,274",
48245,TX,Jefferson County,"252,273","251,565",
48247,TX,Jim Hogg County,"5,300","5,200",
48249,TX,Jim Wells County,"40,838","40,482",
48251,TX,Johnson County,"150,934","175,817",
48253,TX,Jones County,"20,202","20,083",
48255,TX,Karnes County,"14,824","15,601",
48257,TX,Kaufman County,"103,350","136,154",
48259,TX,Kendall County,"33,410","47,431",
48261,TX,Kenedy County,416,404,
48263,TX,Kent County,808,762,
48265,TX,Kerr County,"49,625","52,600",
48267,TX,Kimble County,"4,607","4,337",
48269,TX,King County,286,272,
48271,TX,Kinney County,"3,598","3,667",
48273,TX,Kleberg County,"32,061","30,680",
48275,TX,Knox County,"3,719","3,664",
48277,TX,Lamar County,"49,793","49,859",
48279,TX,Lamb County,"13,977","12,893",
48281,TX,Lampasas County,"19,677","21,428",
48283,TX,La Salle County,"6,886","7,520",
48285,TX,Lavaca County,"19,263","20,154",
48287,TX,Lee County,"16,612","17,239",
48289,TX,Leon County,"16,801","17,404",
48291,TX,Liberty County,"75,643","88,219",
48293,TX,Limestone County,"23,384","23,437",
48295,TX,Lipscomb County,"3,302","3,233",
48297,TX,Live Oak County,"11,531","12,207",
48299,TX,Llano County,"19,301","21,795",
48301,TX,Loving County,82,169,
48303,TX,Lubbock County,"278,831","310,569",
48305,TX,Lynn County,"5,915","5,951",
48307,TX,McCulloch County,"8,283","7,984",
48309,TX,McLennan County,"234,906","256,623",
48311,TX,McMullen County,707,743,
48313,TX,Madison County,"13,664","14,284",
48315,TX,Marion County,"10,546","9,854",
48317,TX,Martin County,"4,799","5,771",
48319,TX,Mason County,"4,012","4,274",
48321,TX,Matagorda County,"36,702","36,643",
48323,TX,Maverick County,"54,258","58,722",
48325,TX,Medina County,"46,006","51,584",
48327,TX,Menard County,"2,242","2,138",
48329,TX,Midland County,"136,872","176,832",
48331,TX,Milam County,"24,757","24,823",
48333,TX,Mills County,"4,936","4,873",
48335,TX,Mitchell County,"9,403","8,545",
48337,TX,Montague County,"19,719","19,818",
48339,TX,Montgomery County,"455,746","607,391",
48341,TX,Moore County,"21,904","20,940",
48343,TX,Morris County,"12,934","12,388",
48345,TX,Motley County,"1,210","1,200",
48347,TX,Nacogdoches County,"64,524","65,204",
48349,TX,Navarro County,"47,735","50,113",
48351,TX,Newton County,"14,445","13,595",
48353,TX,Nolan County,"15,216","14,714",
48355,TX,Nueces County,"340,223","362,294",
48357,TX,Ochiltree County,"10,223","9,836",
48359,TX,Oldham County,"2,052","2,112",
48361,TX,Orange County,"81,837","83,396",
48363,TX,Palo Pinto County,"28,111","29,189",
48365,TX,Panola County,"23,796","23,194",
48367,TX,Parker County,"116,927","142,878",
48369,TX,Parmer County,"10,269","9,605",
48371,TX,Pecos County,"15,507","15,823",
48373,TX,Polk County,"45,413","51,353",
48375,TX,Potter County,"121,073","117,415",
48377,TX,Presidio County,"7,818","6,704",
48379,TX,Rains County,"10,914","12,514",
48381,TX,Randall County,"120,725","137,713",
48383,TX,Reagan County,"3,367","3,849",
48385,TX,Real County,"3,309","3,452",
48387,TX,Red River County,"12,860","12,023",
48389,TX,Reeves County,"13,783","15,976",
48391,TX,Refugio County,"7,383","6,948",
48393,TX,Roberts County,929,854,
48395,TX,Robertson County,"16,622","17,074",
48397,TX,Rockwall County,"78,337","104,915",
48399,TX,Runnels County,"10,501","10,264",
48401,TX,Rusk County,"53,330","54,406",
48403,TX,Sabine County,"10,834","10,542",
48405,TX,San Augustine County,"8,865","8,237",
48407,TX,San Jacinto County,"26,384","28,859",
48409,TX,San Patricio County,"64,804","66,730",
48411,TX,San Saba County,"6,131","6,055",
48413,TX,Schleicher County,"3,461","2,793",
48415,TX,Scurry County,"16,921","16,703",
48417,TX,Shackelford County,"3,378","3,265",
48419,TX,Shelby County,"25,448","25,274",
48421,TX,Sherman County,"3,034","3,022",
48423,TX,Smith County,"209,714","232,751",
48425,TX,Somervell County,"8,490","9,128",
48427,TX,Starr County,"60,968","64,633",
48429,TX,Stephens County,"9,630","9,366",
48431,TX,Sterling County,"1,143","1,291",
48433,TX,Stonewall County,"1,490","1,350",
48435,TX,Sutton County,"4,128","3,776",
48437,TX,Swisher County,"7,854","7,397",
48439,TX,Tarrant County,"1,809,034","2,102,515",
48441,TX,Taylor County,"131,506","138,034",
48443,TX,Terrell County,984,776,
48445,TX,Terry County,"12,651","12,337",
48447,TX,Throckmorton County,"1,641","1,501",
48449,TX,Titus County,"32,334","32,750",
48451,TX,Tom Green County,"110,224","119,200",
48453,TX,Travis County,"1,024,266","1,273,954",
48455,TX,Trinity County,"14,585","14,651",
48457,TX,Tyler County,"21,766","21,672",
48459,TX,Upshur County,"39,309","41,753",
48461,TX,Upton County,"3,355","3,657",
48463,TX,Uvalde County,"26,405","26,741",
48465,TX,Val Verde County,"48,879","49,025",
48467,TX,Van Zandt County,"52,579","56,590",
48469,TX,Victoria County,"86,793","92,084",
48471,TX,Walker County,"67,861","72,971",
48473,TX,Waller County,"43,205","55,246",
48475,TX,Ward County,"10,658","11,998",
48477,TX,Washington County,"33,718","35,882",
48479,TX,Webb County,"250,304","276,652",
48481,TX,Wharton County,"41,280","41,556",
48483,TX,Wheeler County,"5,410","5,056",
48485,TX,Wichita County,"131,500","132,230",
48487,TX,Wilbarger County,"13,535","12,769",
48489,TX,Willacy County,"22,134","21,358",
48491,TX,Williamson County,"422,679","590,551",
48493,TX,Wilson County,"42,918","51,070",
48495,TX,Winkler County,"7,110","8,010",
48497,TX,Wise County,"59,127","69,984",
48499,TX,Wood County,"41,964","45,539",
48501,TX,Yoakum County,"7,879","8,713",
48503,TX,Young County,"18,550","18,010",
48505,TX,Zapata County,"14,018","14,179",
48507,TX,Zavala County,"11,677","11,840",
49000,UT,Utah,"2,763,885","3,205,958",
49001,UT,Beaver County,"6,629","6,710",
49003,UT,Box Elder County,"49,975","56,046",
49005,UT,Cache County,"112,656","128,289",
49007,UT,Carbon County,"21,403","20,463",
49009,UT,Daggett County,"1,059",950,
49011,UT,Davis County,"306,479","355,481",
49013,UT,Duchesne County,"18,607","19,938",
49015,UT,Emery County,"10,976","10,012",
49017,UT,Garfield County,"5,172","5,051",
49019,UT,Grand County,"9,225","9,754",
49021,UT,Iron County,"46,163","54,839",
49023,UT,Juab County,"10,246","12,017",
49025,UT,Kane County,"7,125","7,886",
49027,UT,Millard County,"12,503","13,188",
49029,UT,Morgan County,"9,469","12,124",
49031,UT,Piute County,"1,556","1,479",
49033,UT,Rich County,"2,264","2,483",
49035,UT,Salt Lake County,"1,029,655","1,160,437",
49037,UT,San Juan County,"14,746","15,308",
49039,UT,Sanpete County,"27,822","30,939",
49041,UT,Sevier County,"20,802","21,620",
49043,UT,Summit County,"36,324","42,145",
49045,UT,Tooele County,"58,218","72,259",
49047,UT,Uintah County,"32,588","35,734",
49049,UT,Utah County,"516,564","636,235",
49051,UT,Wasatch County,"23,530","34,091",
49053,UT,Washington County,"138,115","177,556",
49055,UT,Wayne County,"2,778","2,711",
49057,UT,Weber County,"231,236","260,213",
50000,VT,Vermont,"625,741","623,989",
50001,VT,Addison County,"36,821","36,777",
50003,VT,Bennington County,"37,125","35,470",
50005,VT,Caledonia County,"31,227","29,993",
50007,VT,Chittenden County,"156,545","163,774",
50009,VT,Essex County,"6,306","6,163",
50011,VT,Franklin County,"47,746","49,402",
50013,VT,Grand Isle County,"6,970","7,235",
50015,VT,Lamoille County,"24,475","25,362",
50017,VT,Orange County,"28,936","28,892",
50019,VT,Orleans County,"27,231","27,037",
50021,VT,Rutland County,"61,642","58,191",
50023,VT,Washington County,"59,534","58,409",
50025,VT,Windham County,"44,513","42,222",
50027,VT,Windsor County,"56,670","55,062",
51000,VA,Virginia,"8,001,024","8,535,519",
51001,VA,Accomack County,"33,164","32,316",
51003,VA,Albemarle County,"98,970","109,330",
51005,VA,Alleghany County,"16,250","14,860",
51007,VA,Amelia County,"12,690","13,145",
51009,VA,Amherst County,"32,353","31,605",
51011,VA,Appomattox County,"14,973","15,911",
51013,VA,Arlington County,"207,627","236,842",
51015,VA,Augusta County,"73,750","75,558",
51017,VA,Bath County,"4,731","4,147",
51019,VA,Bedford County,"68,676","78,997",
51021,VA,Bland County,"6,824","6,280",
51023,VA,Botetourt County,"33,148","33,419",
51025,VA,Brunswick County,"17,434","16,231",
51027,VA,Buchanan County,"24,098","21,004",
51029,VA,Buckingham County,"17,146","17,148",
51031,VA,Campbell County,"54,842","54,885",
51033,VA,Caroline County,"28,545","30,725",
51035,VA,Carroll County,"30,042","29,791",
51036,VA,Charles City County,"7,256","6,963",
51037,VA,Charlotte County,"12,586","11,880",
51041,VA,Chesterfield County,"316,236","352,802",
51043,VA,Clarke County,"14,034","14,619",
51045,VA,Craig County,"5,190","5,131",
51047,VA,Culpeper County,"46,689","52,605",
51049,VA,Cumberland County,"10,052","9,932",
51051,VA,Dickenson County,"15,903","14,318",
51053,VA,Dinwiddie County,"28,001","28,544",
51057,VA,Essex County,"11,151","10,953",
51059,VA,Fairfax County,"1,081,726","1,147,532",
51061,VA,Fauquier County,"65,203","71,222",
51063,VA,Floyd County,"15,279","15,749",
51065,VA,Fluvanna County,"25,691","27,270",
51067,VA,Franklin County,"56,159","56,042",
51069,VA,Frederick County,"78,305","89,313",
51071,VA,Giles County,"17,286","16,720",
51073,VA,Gloucester County,"36,858","37,348",
51075,VA,Goochland County,"21,717","23,753",
51077,VA,Grayson County,"15,533","15,550",
51079,VA,Greene County,"18,403","19,819",
51081,VA,Greensville County,"12,243","11,336",
51083,VA,Halifax County,"36,241","33,911",
51085,VA,Hanover County,"99,863","107,766",
51087,VA,Henrico County,"306,935","330,818",
51089,VA,Henry County,"54,151","50,557",
51091,VA,Highland County,"2,321","2,190",
51093,VA,Isle of Wight County,"35,270","37,109",
51095,VA,James City County,"67,009","76,523",
51097,VA,King and Queen County,"6,945","7,025",
51099,VA,King George County,"23,584","26,836",
51101,VA,King William County,"15,935","17,148",
51103,VA,Lancaster County,"11,391","10,603",
51105,VA,Lee County,"25,587","23,423",
51107,VA,Loudoun County,"312,311","413,538",
51109,VA,Louisa County,"33,153","37,591",
51111,VA,Lunenburg County,"12,914","12,196",
51113,VA,Madison County,"13,308","13,261",
51115,VA,Mathews County,"8,978","8,834",
51117,VA,Mecklenburg County,"32,727","30,587",
51119,VA,Middlesex County,"10,959","10,582",
51121,VA,Montgomery County,"94,392","98,535",
51125,VA,Nelson County,"15,020","14,930",
51127,VA,New Kent County,"18,429","23,091",
51131,VA,Northampton County,"12,389","11,710",
51133,VA,Northumberland County,"12,330","12,095",
51135,VA,Nottoway County,"15,853","15,232",
51137,VA,Orange County,"33,481","37,051",
51139,VA,Page County,"24,042","23,902",
51141,VA,Patrick County,"18,490","17,608",
51143,VA,Pittsylvania County,"63,506","60,354",
51145,VA,Powhatan County,"28,046","29,652",
51147,VA,Prince Edward County,"23,368","22,802",
51149,VA,Prince George County,"35,725","38,353",
51153,VA,Prince William County,"402,002","470,335",
51155,VA,Pulaski County,"34,872","34,027",
51157,VA,Rappahannock County,"7,373","7,370",
51159,VA,Richmond County,"9,254","9,023",
51161,VA,Roanoke County,"92,376","94,186",
51163,VA,Rockbridge County,"22,307","22,573",
51165,VA,Rockingham County,"76,314","81,948",
51167,VA,Russell County,"28,897","26,586",
51169,VA,Scott County,"23,177","21,566",
51171,VA,Shenandoah County,"41,993","43,616",
51173,VA,Smyth County,"32,208","30,104",
51175,VA,Southampton County,"18,570","17,631",
51177,VA,Spotsylvania County,"122,397","136,215",
51179,VA,Stafford County,"128,961","152,882",
51181,VA,Surry County,"7,058","6,422",
51183,VA,Sussex County,"12,087","11,159",
51185,VA,Tazewell County,"45,078","40,595",
51187,VA,Warren County,"37,575","40,164",
51191,VA,Washington County,"54,876","53,740",
51193,VA,Westmoreland County,"17,454","18,015",
51195,VA,Wise County,"41,452","37,383",
51197,VA,Wythe County,"29,235","28,684",
51199,VA,York County,"65,464","68,280",
51510,VA,Alexandria city,"139,966","159,428",
51520,VA,Bristol city,"17,835","16,762",
51530,VA,Buena Vista city,"6,650","6,478",
51540,VA,Charlottesville city,"43,475","47,266",
51550,VA,Chesapeake city,"222,209","244,835",
51570,VA,Colonial Heights city,"17,411","17,370",
51580,VA,Covington city,"5,961","5,538",
51590,VA,Danville city,"43,055","40,044",
51595,VA,Emporia city,"5,927","5,346",
51600,VA,Fairfax city,"22,565","24,019",
51610,VA,Falls Church city,"12,332","14,617",
51620,VA,Franklin city,"8,582","7,967",
51630,VA,Fredericksburg city,"24,286","29,036",
51640,VA,Galax city,"7,042","6,347",
51650,VA,Hampton city,"137,436","134,510",
51660,VA,Harrisonburg city,"48,914","53,016",
51670,VA,Hopewell city,"22,591","22,529",
51678,VA,Lexington city,"7,042","7,446",
51680,VA,Lynchburg city,"75,568","82,168",
51683,VA,Manassas city,"37,821","41,085",
51685,VA,Manassas Park city,"14,273","17,478",
51690,VA,Martinsville city,"13,821","12,554",
51700,VA,Newport News city,"180,719","179,225",
51710,VA,Norfolk city,"242,803","242,742",
51720,VA,Norton city,"3,958","3,981",
51730,VA,Petersburg city,"32,420","31,346",
51735,VA,Poquoson city,"12,150","12,271",
51740,VA,Portsmouth city,"95,535","94,398",
51750,VA,Radford city,"16,408","18,249",
51760,VA,Richmond city,"204,214","230,436",
51770,VA,Roanoke city,"97,032","99,143",
51775,VA,Salem city,"24,802","25,301",
51790,VA,Staunton city,"23,746","24,932",
51800,VA,Suffolk city,"84,585","92,108",
51810,VA,Virginia Beach city,"437,994","449,974",
51820,VA,Waynesboro city,"21,006","22,630",
51830,VA,Williamsburg city,"14,068","14,954",
51840,VA,Winchester city,"26,203","28,078",
53000,WA,Washington,"6,724,540","7,614,893",
53001,WA,Adams County,"18,728","19,983",
53003,WA,Asotin County,"21,623","22,582",
53005,WA,Benton County,"175,177","204,390",
53007,WA,Chelan County,"72,453","77,200",
53009,WA,Clallam County,"71,404","77,331",
53011,WA,Clark County,"425,363","488,241",
53013,WA,Columbia County,"4,078","3,985",
53015,WA,Cowlitz County,"102,410","110,593",
